hsChr Start Stop
hs7 149882882 150094737
hs7 150169754 150294630
hs7 152632106 152929712
hs7 153024440 153389164
hs7 155852149 156118628
hs7 157043116 157306239
hs8 59932 510115
hs8 2105020 2411266
hs8 3586932 5909600
hs8 6719130 8344153
hs8 11778967 12611672
hs8 13581607 13896999
hs8 14721071 15809077
hs8 16231929 17010633
hs8 17335551 17685810
hs8 20273229 20559087
hs8 20577324 23167554
hs8 25324942 25478051
hs8 39364955 39716796
hs8 48343375 48554996
hs8 48950846 49170567
hs8 50578416 50819905
hs8 51049146 51300548
hs8 53823346 54105603
hs8 54637142 54900026
hs8 54995543 55179518
hs8 58092946 58637003
hs8 79784789 79950902
hs8 86592730 87124169
hs8 89032945 89202820
hs8 91069962 91398845
hs8 92043675 92342900
hs8 93612869 93782102
hs8 100098024 100265857
hs8 100473327 100907800
hs8 114644879 115391133
hs8 116967502 117250765
hs8 120012490 120344931
hs8 129633607 129784954
hs8 133470532 133754071
hs8 137585971 138040412
hs8 145203172 145357632
hs8 145494501 145668486
hs9 21994 373816
hs9 514413 843033
hs9 1045347 1519128
hs9 5287921 5444512
hs9 6566991 6828660
hs9 7165387 7472982
hs9 10178450 10360398
hs9 11783343 12164755
hs9 12225048 12612041
hs9 12611942 12774092
hs9 16631966 16799203
hs9 28462018 28840774
hs9 29125948 29299828
hs9 29784954 30063518
hs9 30199650 30421507
hs9 30854032 31028881
hs9 38557168 46588540
hs9 65207500 70343347
hs9 78555685 78863727
hs9 82783156 82891940
hs9 85603844 85793422
hs9 87313974 87468257
hs9 89208547 89614800
hs9 95403150 95582825
hs9 103680053 103865380
hs9 108190451 108395899
hs9 111225231 111414597
hs9 114280275 115042772
hs9 122688018 122882816
hs9 127915778 128076779
hs9 132727387 133018382
hs9 133260943 133408434
hs9 135421422 135445510
hs9 138370650 138946306
hs9 139317605 139461572
hs9 140005384 140273252
hs10 50001 214405
hs10 2650802 3188773
hs10 5677111 5844786
hs10 7463502 7777745
hs10 19754643 20065000
hs10 20726725 20938614
hs10 37325769 37665705
hs10 38908842 39194941
hs10 42004899 42199692
hs10 42285137 42830197
hs10 45341719 48101925
hs10 48213402 49121538
hs10 50641980 51595172
hs10 55030618 55256936
hs10 56078033 56236143
hs10 56503549 56781399
hs10 58160636 58359959
hs10 59214388 59554620
hs10 60388039 60641367
hs10 68016700 68162396
hs10 70127725 70301318
hs10 74105644 74277126
hs10 76904943 77122607
hs10 77090565 77440455
hs10 78781397 78996345
hs10 78988070 79248885
hs10 80945468 81810835
hs10 88505038 89299742
hs10 90825044 91007466
hs10 98779953 98952462
hs10 102141840 102370625
hs10 102368626 102555726
hs10 107519652 107743529
hs10 110448977 110633486
hs10 122625702 122891863
hs10 124253065 124444805
hs10 125047207 125259149
hs10 127443890 127776692
hs10 128798515 129129012
hs10 134076220 134277057
hs10 134515692 134683356
hs10 134694412 135072292
hs10 135072316 135240498
hs11 399846 1313968
hs11 2745620 2920188
hs11 3193088 3758005
hs11 4012521 4466764
hs11 4864469 5091907
hs11 5686953 5927293
hs11 8741389 8966149
hs11 18775305 19038644
hs11 25148529 25322096
hs11 25590379 25799242
hs11 28881069 29029074
hs11 30936338 31020588
hs11 32671219 33006516
hs11 34986509 35183429
hs11 35275896 35437098
hs11 40879434 41039419
hs11 41077222 41290487
hs11 48260247 48820182
hs11 48806924 49141766
hs11 49168813 49425542
hs11 50013000 50404139
hs11 54978996 55378460
hs11 58456668 58765249
hs11 60671936 60837233
hs11 65316469 65478939
hs11 67281513 67616066
hs11 71041287 71335224
hs11 73565215 74235245
hs11 81088432 81508270
hs11 84858128 85281636
hs11 88083993 88339832
hs11 89082686 89569836
hs11 90247849 90559703
hs11 96408179 96576298
hs11 96530728 96698006
hs11 98575697 98717507
hs11 113877495 114024335
hs11 122784405 123050005
hs11 129474432 129847927
hs11 130938011 131254195
hs12 327694 860805
hs12 6324145 6534096
hs12 7748086 8515254
hs12 9262862 9814796
hs12 10860887 11606188
hs12 12511921 12674391
hs12 16156359 16337645
hs12 20833482 21009087
hs12 22032101 22250748
hs12 22210384 22628174
hs12 25883598 26052383
hs12 29002049 29181116
hs12 29914434 30066499
hs12 31016734 31382371
hs12 33333291 34462575
hs12 36142962 37321303
hs12 44435605 44636158
hs12 46715969 47111766
hs12 50849531 51055601
hs12 52633336 52820913
hs12 56116000 56288135
hs12 57308996 57609312
hs12 62196683 62538439
hs12 70388731 70594440
hs12 71276974 71537376
hs12 81625176 81881752
hs12 90671045 90834807
hs12 96694617 96869757
hs12 119900228 120069196
hs12 127638258 127947263
hs12 128512417 129681529
hs12 130412767 130834847
hs12 131995294 132207039
hs13 17918001 18354948
hs13 19918915 20122478
hs13 25898592 26065378
hs13 33768946 33934202
hs13 48181984 48370518
hs13 56523625 56729961
hs13 62097238 62520980
hs13 65062295 65292451
hs13 71226326 71383406
hs13 74102052 74275589
hs13 75219611 75440004
hs13 76523033 76666465
hs13 82035430 82280653
hs13 82592802 82779067
hs13 82956558 83175698
hs13 86954602 87112550
hs13 88209082 88673975
hs13 92972655 93146180
hs13 104418323 104585016
hs13 107090320 107274703
hs13 108719614 109007551
hs13 110460034 110604912
hs13 110872855 111151995
hs13 112424858 112739202
hs13 113086430 113259065
hs14 18732531 19626027
hs14 20285948 20541454
hs14 25297720 25474958
hs14 27134939 27513082
hs14 31928231 32086193
hs14 41115623 41329261
hs14 41933545 42078579
hs14 43468955 43714231
hs14 44127583 44383416
hs14 44775832 45052160
hs14 45863402 46018276
hs14 47329907 47516073
hs14 59477247 59652794
hs14 73030050 73196823
hs14 77143933 77332325
hs14 77973363 78243281
hs14 82105460 82216550
hs14 83206211 83363593
hs14 85228067 85495155
hs14 86259051 86411966
hs14 103217278 103502888
hs14 104584391 105020471
hs15 18263733 21365850
hs15 21805431 22452007
hs15 25060215 25335769
hs15 26086062 26763830
hs15 28080236 28939783
hs15 29553592 30773871
hs15 32330313 32775539
hs15 35618861 35759779
hs15 38619837 38782403
hs15 41610450 41935933
hs15 42756160 43210134
hs15 46296330 46451070
hs15 49069549 49592718
hs15 63967839 64137439
hs15 66325126 66601717
hs15 67421806 67579253
hs15 70606839 70907613
hs15 72002167 72251969
hs15 74957605 75160503
hs15 77142292 77305824
hs15 79728575 80011124
hs15 80676701 81107580
hs15 82506626 82870925
hs15 83063933 83217534
hs15 83451942 83685716
hs15 88366960 88590229
hs15 89632854 89841316
hs15 93267980 93447142
hs15 94219335 94439704
hs15 95508704 95833748
hs15 98091816 98574562
hs15 99298613 99478425
hs15 99550339 99734009
hs15 99707205 99872978
hs15 100089153 100248597
hs16 21052 133600
hs16 266993 1111069
hs16 2476823 2810537
hs16 4912851 5364830
hs16 6588011 6878909
hs16 9968477 10165051
hs16 14529556 15274051
hs16 16092718 16831289
hs16 17480600 19066807
hs16 21241957 21833734
hs16 22201625 22679810
hs16 24850896 25094479
hs16 25532212 25718755
hs16 28082639 29058054
hs16 29181449 29609853
hs16 29981456 30290781
hs16 31658070 34224164
hs16 34215264 34627143
hs16 45874367 46163788
hs16 46886938 47037255
hs16 53121783 53309710
hs16 54226897 54541091
hs16 57136506 57433538
hs16 68412623 68870723
hs16 69364623 69874484
hs16 70533845 70831848
hs16 72892281 73144686
hs16 73977115 74134472
hs16 76811430 76929139
hs16 85399263 85564336
hs16 86476851 86671233
hs16 86986673 87137417
hs16 87970408 88179649
hs16 88398233 88495450
hs17 343377 440727
hs17 568336 1008155
hs17 13821966 14069281
hs17 16467781 16758162
hs17 18175250 18387109
hs17 18771277 19132640
hs17 20227887 20640432
hs17 21191534 22014559
hs17 22045526 22465691
hs17 22902614 23201246
hs17 27245834 27562095
hs17 31309398 31981395
hs17 32036161 32221507
hs17 32642843 32848430
hs17 33140728 34010545
hs17 36001826 36103630
hs17 36554901 37123136
hs17 40977732 41171794
hs17 41439734 42632332
hs17 42875373 43119955
hs17 43957672 44191836
hs17 48369345 48627779
hs17 53997375 54149948
hs17 54437361 54780416
hs17 55350429 55513944
hs17 57650339 57826573
hs17 65403530 65490775
hs17 72638503 72807003
hs17 76741026 76933757
hs18 3667422 4160252
hs18 6752909 6933645
hs18 11887023 12066102
hs18 12230681 12489525
hs18 13988748 15367893
hs18 19024430 19181612
hs18 28637325 28828735
hs18 32304033 32733948
hs18 35736115 35903305
hs18 61863327 62021348
hs18 62157007 62341492
hs18 64138015 64411132
hs18 64388382 64543942
hs18 67703807 68125877
hs18 73047414 73306926
hs18 74125373 74378820
hs19 183069 327646
hs19 902641 1495933
hs19 8758670 8832847
hs19 14957950 15120179
hs19 20028401 20290544
hs19 20321226 20637787
hs19 21777328 22951313
hs19 22774966 23732307
hs19 24107684 24349203
hs19 32658593 32953337
hs19 34038496 34356975
hs19 38468914 39273401
hs19 39817858 39984175
hs19 40402918 40578953
hs19 44919744 45212970
hs19 45304260 45531360
hs19 45983451 46237908
hs19 47734587 48590893
hs19 52549596 52717317
hs19 55228822 55344796
hs19 56683708 56958587
hs19 57037904 57225638
hs19 58102271 58344387
hs19 59359391 60158136
hs20 8001 11943
hs20 1424781 1627256
hs20 2078560 2423469
hs20 8002182 8595665
hs20 8898291 9227700
hs20 10840138 11064725
hs20 11638021 12381393
hs20 14679344 14803457
hs20 22977404 23121240
hs20 25649992 26267569
hs20 28033231 28267569
hs20 30959468 31211827
hs20 36392696 36571329
hs20 44126322 44398283
hs20 45701817 45957486
hs20 55604184 56121677
hs20 59894657 60016638
hs20 60305165 60897092
hs20 61572793 61846811
hs20 62108666 62435964
hs21 10023842 10197104
hs21 13556403 14261623
hs21 15834501 16018668
hs21 20637992 20877335
hs21 27302101 27462314
hs21 32151463 32438711
hs22 14509865 15657462
hs22 16931795 17441713
hs22 18406493 18689447
hs22 20625103 20738604
hs22 23387722 23427691
hs22 23696801 24286907
hs22 25228499 25359896
hs22 32198945 32239546
hs22 32499795 32533479
hs22 33073665 33112910
hs22 33768411 33962953
hs22 35236509 35371980
hs22 35505100 35690851
hs22 36333823 36595824
hs22 41097245 41413250
hs22 42975154 43032634
hs22 43405468 43589193
hs22 43952888 44316588
hs22 45033607 45076640
hs22 45767978 45989184
hs22 46903974 46908346
hs22 47153275 47194897
hs22 47530936 47540829
hs22 48313974 48318124
hs22 49276385 49364274
hs22 49449104 49551928
hsX 263529 482251
hsX 1781901 3204365
hsX 7211398 7633882
hsX 9289090 9460420
hsX 10011136 10192011
hsX 28113107 28260477
hsX 28257706 28510148
hsX 31273537 31429069
hsX 47651854 48031654
hsX 56755794 56904473
hsX 57649098 57907133
hsX 62118463 62462786
hsX 63455524 63800002
hsX 66416394 66716658
hsX 70787978 71217141
hsX 77111566 77195728
hsX 89341172 89754287
hsX 90038492 90332892
hsX 96822230 96942273
hsX 102969057 103341717
hsX 104189662 104301693
hsX 105424192 105568433
hsX 108665657 108867548
hsX 109468427 109598137
hsX 115814026 115985380
hsX 118841467 119213012
hsX 119285453 119466977
hsX 122792497 122990246
hsX 125442561 125501490
hsX 126970749 127121368
hsX 128525256 128791766
hsX 134028553 134325981
hsX 134430203 134982407
hsX 139813929 140661678
hsX 141697366 141896381
hsX 148524364 148790049
hsX 151961712 152116649
hsY 6015799 6386452
hsY 7755631 8058068
hsY 9190964 10088898
hsY 10449174 10714553
hsY 19134214 19464452
hsY 21843066 23009216
hsY 23005517 27194739
hs1 307737 415038
hs1 529118 646613
hs1 569355 733174
hs1 2062347 2242269
hs1 2145626 2314237
hs1 3117044 3216520
hs1 3142453 3323676
hs1 3207806 3373233
hs1 3567200 3710699
hs1 5795529 5868138
hs1 5872056 6045644
hs1 6111938 6247065
hs1 6411974 6587990
hs1 6508456 6570177
hs1 7412584 7598888
hs1 8125994 8276744
hs1 10627398 10782506
hs1 14551787 14593526
hs1 16660169 16806982
hs1 16738731 16782708
hs1 16759150 16869758
hs1 17049946 17153536
hs1 17054365 17237613
hs1 17087300 17322088
hs1 18154502 18361688
hs1 21722520 21923069
hs1 22007820 22195709
hs1 22095108 22213608
hs1 25465073 25570393
hs1 27029262 27193580
hs1 40311292 40504667
hs1 44259986 44425691
hs1 44544896 44720377
hs1 46125487 46279011
hs1 52078423 52187326
hs1 52141200 52314287
hs1 52961730 53163533
hs1 59099890 59263763
hs1 59901614 59924564
hs5 350725 536960
hs1 72389150 72578706
hs1 75774808 75805744
hs1 78781032 78973179
hs1 81805674 81979888
hs1 83172925 83336614
hs1 92441870 92578217
hs1 95268437 95475714
hs1 97680297 97873732
hs1 99768413 99937227
hs1 103797425 104094805
hs1 106021418 106209345
hs1 108013196 108216400
hs1 109268856 109463759
hs1 112396182 112594062
hs1 116927828 117128034
hs1 120067972 120115614
hs1 120067972 120249992
hs1 120568788 120671324
hs1 142646350 142720164
hs1 143026080 143111804
hs1 143673834 143791318
hs1 143900678 144104827
hs1 143921702 144020182
hs1 144002313 144162829
hs1 145351618 145550490
hs1 147375745 147588154
hs1 147907267 148087465
hs1 147920576 147979384
hs1 153361603 153541655
hs1 159669654 159933356
hs1 160241240 160344771
hs1 162168880 162330459
hs1 166445800 166619686
hs1 171535047 171748780
hs1 173496254 173673926
hs1 178395125 178602163
hs1 182051688 182228470
hs1 188981294 189134568
hs1 200767732 200948830
hs1 204186230 204407370
hs1 206365585 206526445
hs1 215701253 215854656
hs1 232330965 232487226
hs1 232875926 233058352
hs2 5720952 5885572
hs2 6106555 6134060
hs2 16430261 16582553
hs8 1980652 2132993
hs2 34201697 34358396
hs2 34472432 34641495
hs2 35674865 35837286
hs2 35717573 35885590
hs2 36442569 36599283
hs2 37819847 37967581
hs2 44440515 44474085
hs2 48074431 48181832
hs2 53754178 53925515
hs2 57833166 57972717
hs2 62598531 62747517
hs2 64170019 64330439
hs2 76129119 76304236
hs2 80828916 81001459
hs2 87462756 87611918
hs2 87512069 87647713
hs2 87613688 87785052
hs2 87828344 88056043
hs2 88921447 89083570
hs2 89169751 89384146
hs2 89304385 89405295
hs2 89739666 89947275
hs2 95505859 95675960
hs2 96212625 96383203
hs2 98900265 99076431
hs2 100410870 100604598
hs2 111914175 112119831
hs2 120606832 120778568
hs2 128690604 128895736
hs2 129853043 130006156
hs2 132085364 132252375
hs2 133590727 133623236
hs2 147220848 147399344
hs2 151234639 151352972
hs2 153297695 153451315
hs2 153723892 153911570
hs2 154762671 154784597
hs2 162710515 162883584
hs2 164211895 164391872
hs2 165430537 165602961
hs2 166365144 166559908
hs2 169058730 169216406
hs2 179263398 179436971
hs2 185332569 185428984
hs2 187584573 187741210
hs2 187976679 188123741
hs2 195523137 195712926
hs2 213464976 213623574
hs2 213899523 214074098
hs2 215819909 215845858
hs17 76896216 77057694
hs2 222637171 222813316
hs2 229812110 230004380
hs2 239766802 239901957
hs2 242086357 242201947
hs3 21286624 21466331
hs3 44945203 45165852
hs3 48113141 48286126
hs3 50173490 50368468
hs3 50263836 50482968
hs3 52154023 52310861
hs3 52292518 52454577
hs3 52725023 52903259
hs3 74229979 74449437
hs3 75640941 75700637
hs3 76937179 77101108
hs3 81738068 81901570
hs3 87705093 87875888
hs3 89801198 89960025
hs3 90362058 90521983
hs3 90384774 90587544
hs3 106553584 106737720
hs3 108852877 109039033
hs3 111689384 111844322
hs3 114991466 115117759
hs3 127129692 127318509
hs3 132568460 132759075
hs3 132888597 133050011
hs3 150289803 150335908
hs3 152175327 152372428
hs3 153805531 153839330
hs3 157657518 157830468
hs3 163905118 164060272
hs3 164011161 164056856
hs3 164054852 164221000
hs3 170598516 170623022
hs3 176200817 176379992
hs3 185337138 185502784
hs3 185604555 185822597
hs3 196904545 197074094
hs3 197090272 197248100
hs3 197752518 197948038
hs3 198011288 198096825
hs3 198817671 198982265
hs4 3414014 3592829
hs4 3537551 3708859
hs4 8009599 8099960
hs4 8042806 8202167
hs4 8222965 8371768
hs4 8372075 8559306
hs4 8655779 8780507
hs4 8979407 9088247
hs4 13608855 13772492
hs4 20111993 20290054
hs4 22275424 22451615
hs4 22474812 22640333
hs4 25779052 25947411
hs4 26844754 26965123
hs4 33780705 33903900
hs4 34425773 34570005
hs4 34830781 34976979
hs4 35704251 35864458
hs4 36489666 36674860
hs4 40769456 40939177
hs4 41327716 41342064
hs4 47130896 47373200
hs4 48162451 48334099
hs4 49296992 49326349
hs4 52478916 52634436
hs4 52714280 52734863
hs4 52899961 53093806
hs4 55531721 55552650
hs4 71037851 71189698
hs19 12708630 12919491
hs4 79363478 79510892
hs4 80661132 80687799
hs1 12694222 12860137
hs12 131515610 131701464
hs4 84640719 84697483
hs4 93729981 93904958
hs4 94657774 94851679
hs4 101196261 101246943
hs4 108638897 108797097
hs17 53667859 53853403
hs4 119557416 119715366
hs4 132981762 133163519
hs4 133614446 133767185
hs4 134143145 134267032
hs4 134334527 134478079
hs4 138174315 138233777
hs4 139384132 139540515
hs4 140534112 140726772
hs4 142914529 143104438
hs4 159993061 160190193
hs4 168625507 168799583
hs4 180936704 181111147
hs4 185323840 185545945
hs4 190586228 190739373
hs4 190817152 191003342
hs4 191030568 191118518
hs5 402353 555524
hs5 592337 709215
hs5 898120 1019970
hs5 4410812 4608531
hs5 17378802 17571914
hs5 17648993 17755805
hs5 19581960 19758529
hs5 20396666 20592875
hs5 21248643 21447642
hs5 21370975 21565858
hs5 34081988 34278541
hs5 34209793 34371608
hs5 40059131 40213929
hs16 32419814 32610994
hs5 43987187 44186612
hs5 45103531 45286514
hs5 49481118 49563582
hs5 51224825 51258519
hs5 54824395 54987398
hs5 65242231 65364579
hs5 70527222 70698370
hs5 69070335 69258800
hs5 70180481 70346813
hs5 69893666 70137556
hs5 69156348 69324869
hs5 70234598 70425468
hs5 70832870 71002866
hs5 72529826 72709210
hs5 74225251 74373700
hs5 80945567 81116165
hs5 81229925 81281507
hs5 84457438 84485133
hs5 86020737 86220493
hs5 88705740 88896139
hs5 90991278 91171028
hs5 92540782 92764652
hs5 92544051 92729367
hs5 92729658 92873101
hs5 94919788 94941751
hs5 95531555 95692066
hs5 96476338 96535050
hs5 99325981 99504477
hs5 101825142 101986690
hs5 102163811 102287066
hs5 103890654 104011396
hs5 104556563 104726814
hs5 114481764 114635058
hs5 117308035 117479172
hs5 120001738 120179752
hs5 120114328 120286915
hs5 122604462 122780319
hs5 128861056 129039905
hs5 134188786 134347887
hs13 68040160 68199579
hs5 178971818 179108364
hs5 179487919 179555047
hs6 213636 346084
hs6 1014903 1194050
hs6 6939549 6980065
hs6 17706002 17876021
hs6 23666634 23752384
hs6 25147353 25307091
hs6 26775196 27032985
hs6 26943665 27129526
hs6 28281977 28456012
hs6 31995533 32055579
hs6 32491646 32694093
hs6 47988109 48136638
hs6 48495673 48674615
hs6 61953431 61972045
hs6 72300729 72467478
hs6 77168577 77347942
hs6 82863377 83013046
hs6 88110906 88280344
hs6 91465375 91628193
hs6 93020175 93263897
hs6 104539719 104712824
hs6 107424877 107624768
hs6 108594507 108770399
hs6 113284542 113492383
hs6 130057758 130196504
hs6 131562808 131777013
hs6 143011828 143158210
hs6 148643197 148790500
hs6 150559104 150732866
hs6 152001477 152223719
hs6 159568436 159733322
hs6 160912556 160985921
hs6 162984801 163165803
hs6 164473604 164664181
hs6 164934466 165151194
hs6 170226739 170318656
hs7 1059019 1245518
hs7 1322210 1518105
hs7 1499749 1656473
hs7 1499749 1656473
hs7 1803168 1975612
hs7 5431459 5671684
hs7 9068880 9232952
hs7 17815005 18000743
hs7 21455625 21654541
hs7 23981243 24156646
hs7 28337031 28559764
hs7 38185234 38357043
hs7 43872122 44084663
hs7 44074966 44207748
hs7 45135931 45325180
hs7 46953536 47131364
hs7 47695467 47724217
hs7 49336160 49534010
hs7 53300624 53452510
hs7 61094178 61279220
hs7 61246808 61275699
hs7 61613655 61797715
hs7 72075238 72253944
hs7 72804300 73004883
hs7 73335222 73458181
hs7 74151477 74293398
hs7 74789544 74903501
hs7 89261349 89450808
hs7 98657509 98844411
hs7 98786065 98965520
hs7 99845636 99927038
hs7 100000439 100200771
hs7 100881665 101044206
hs7 101058579 101244658
hs7 101767725 102083105
hs7 107573886 107798432
hs7 119372405 119563855
hs7 123744612 123876422
hs7 124832011 124994932
hs7 127757581 127935146
hs7 128197473 128383178
hs7 129938927 130062693
hs7 131359614 131572403
hs7 138288934 138479472
hs7 141803424 141975490
hs7 141832148 142034033
hs7 141943447 142112367
hs7 142007199 142166965
hs7 142080843 142223572
hs7 142897567 142956394
hs7 142933457 142962818
hs7 143373453 143478407
hs7 143510480 143704657
hs7 143511234 143549543
hs7 143665199 143839638
hs7 150366138 150543808
hs8 30472 188712
hs8 2105021 2279635
hs8 6741630 6923922
hs8 7041464 7238576
hs8 7105087 7258467
hs8 7138613 7258467
hs8 8242249 8404570
hs8 12275679 12452720
hs8 12321285 12557354
hs8 12348420 12511915
hs8 18118158 18165009
hs8 21944545 22097871
hs4 118044245 118221362
hs8 24116701 24305391
hs8 38485664 38646922
hs8 47199357 47359806
hs8 49268713 49452762
hs8 51402325 51585397
hs8 52621389 52801521
hs8 58249439 58400298
hs8 60225525 60450830
hs8 64246885 64457495
hs8 64820783 64874892
hs8 66151384 66325607
hs8 76200653 76432889
hs8 85739977 85888866
hs8 86450360 86631393
hs8 86620595 86756907
hs8 86851015 86910934
hs8 86862767 86899546
hs8 86873808 86898973
hs8 88815835 88986364
hs8 94424365 94588607
hs8 111648125 111824346
hs8 128784031 128957168
hs8 134707520 134896260
hs8 140401809 140430509
hs8 144722708 144824488
hs8 145536611 145740218
hs8 145749309 145882680
hs9 14586657 14729902
hs9 26324440 26465736
hs9 29354011 29517896
hs9 35317929 35497319
hs9 40014910 40222914
hs9 39073855 39224644
hs9 43662586 43856412
hs9 43583844 43746434
hs9 40763931 40930341
hs9 43505971 43848441
hs9 65387631 65509156
hs9 39294214 39485701
hs9 43400001 43485531
hs9 44671177 44762507
hs9 44967017 45024324
hs9 67727886 67881308
hs9 45280769 45456039
hs9 45412661 45516530
hs9 45433234 45975582
hs9 45456286 45928315
hs9 46006772 46096928
hs9 46162950 46239508
hs9 42100488 42262967
hs9 45551008 45626173
hs9 66830481 67056050
hs9 67373479 67411627
hs9 67631599 67778882
hs9 70090974 70231919
hs9 76448079 76618117
hs9 84869246 84988810
hs9 95873863 96081830
hs9 98651789 98840413
hs9 100064683 100245458
hs9 100209882 100407513
hs9 101607997 101787107
hs9 103839005 103978097
hs9 106963344 107152634
hs9 114794520 114969280
hs9 119736540 119920282
hs9 128395518 128572086
hs9 128518738 128682074
hs9 128640676 128869371
hs9 135583531 135770094
hs9 135553438 135741743
hs9 136385481 136407747
hs9 136433904 136532495
hs9 137680102 137867244
hs9 137917481 138215756
hs9 139063947 139180746
hs10 456002 621099
hs10 12919710 12976719
hs10 13618087 13798901
hs10 15765869 15914974
hs10 16596515 16772314
hs6 29962436 30073097
hs10 22958107 23109682
hs10 23774333 23953376
hs10 29526373 29717139
hs10 29843746 30010541
hs10 30675157 30865135
hs10 33304233 33438948
hs10 36343125 36519689
hs10 38975626 39012541
hs10 38998787 39116217
hs10 38998787 39116217
hs10 39058197 39102696
hs10 46172281 46234532
hs10 46228686 46401166
hs10 46231985 46416466
hs10 46487307 46562342
hs10 46562221 46744982
hs10 51121375 51195127
hs10 47005430 47105765
hs10 47005430 47180000
hs10 47081132 47231326
hs10 47795721 48000264
hs10 48372951 48535657
hs10 48889307 49019439
hs10 48967280 49121538
hs10 57617765 57809062
hs10 57811029 57960929
hs10 59260247 59432213
hs10 64713092 64768321
hs10 65276087 65434532
hs10 65572225 65748693
hs10 66506720 66687695
hs10 67804797 67938846
hs6 151339232 151523840
hs10 77020206 77190752
hs10 80622265 80746783
hs10 84958285 85176686
hs10 88734014 88903991
hs10 90554678 90720332
hs10 90812635 90956998
hs10 98988334 99135914
hs10 100246424 100373804
hs10 102666924 102848009
hs10 113420497 113641436
hs10 115622332 115645749
hs10 124590597 124787891
hs10 126236133 126455020
hs10 131500713 131698871
hs10 133776459 133922089
hs10 134407230 134534449
hs10 134425035 134603820
hs10 134508080 134693245
hs10 134753003 135031726
hs10 134807090 134984241
hs10 134825203 134931158
hs10 134965054 135076135
hs11 621027 748602
hs11 799019 928308
hs11 78034083 78185384
hs11 1341557 1457557
hs11 1341557 1478016
hs11 2846346 2941793
hs11 16607449 16648384
hs11 18838625 18932090
hs11 31195990 31386312
hs11 31966117 32145700
hs11 32352513 32517159
hs11 34496113 34630476
hs11 34595584 34787775
hs11 40510251 40642314
hs11 41589741 41753621
hs11 43667540 43786268
hs11 47474531 47637886
hs11 50098692 50273027
hs11 55139257 55304614
hs11 57055930 57237626
hs11 57669085 57705326
hs11 59152983 59187691
hs11 60573489 60758518
hs11 60709166 60880212
hs11 62052151 62219424
hs11 63528727 63703290
hs11 63543674 63721217
hs11 64071945 64241785
hs11 64243759 64376775
hs11 66391038 66562556
hs11 69132864 69297659
hs11 70752897 70809016
hs11 81909199 82078350
hs11 89282021 89446671
hs11 91524084 91714472
hs11 97364166 97534210
hs11 107954824 108128930
hs4 48854677 49022299
hs11 113911114 114061876
hs11 133545364 133721889
hs12 1580511 1738903
hs12 2705497 2879935
hs6 32557508 32792036
hs12 8973046 9137487
hs12 10968945 11098224
hs12 17109169 17286588
hs10 41709405 41918048
hs12 21640367 21821962
hs12 23672999 23867574
hs12 80380972 80564119
hs12 36291737 36404136
hs12 40063108 40267599
hs12 47544827 47744822
hs12 51027855 51174131
hs16 1353038 1549335
hs12 54118477 54287319
hs12 71064332 71253094
hs12 81103085 81279491
hs12 82690977 82845136
hs12 83504954 83712894
hs12 90057414 90201485
hs12 103357859 103432418
hs12 114960308 115132869
hs12 115574726 115758193
hs12 116097049 116137059
hs12 121961880 122155243
hs8 143739731 143909192
hs12 123432366 123613340
hs12 125862923 126017694
hs12 128771969 128978028
hs12 129470979 129660158
hs12 130826142 130978591
hs13 20975722 21164191
hs13 39120880 39277063
hs13 40502931 40696808
hs13 42607309 42789531
hs13 43188974 43397299
hs13 45284264 45453184
hs13 47467953 47633940
hs13 51074984 51260526
hs13 56601346 56773819
hs13 59496878 59695553
hs13 62267119 62426941
hs13 64741929 64903073
hs13 66569692 66606714
hs13 70276042 70440953
hs13 70977801 71167555
hs13 78802979 78997109
hs13 83926184 84091797
hs13 93005804 93168927
hs13 93212290 93231514
hs13 101429299 101603301
hs13 107309198 107481871
hs13 107875491 108044958
hs13 112775902 112852253
hs13 113261409 113365404
hs22 14560644 14747014
hs14 18662310 18987252
hs14 18672780 18819775
hs14 19150166 19341196
hs14 19164830 19301441
hs14 19289489 19485285
hs14 19432792 19595839
hs14 21377600 21571588
hs14 21628027 21807284
hs14 21763282 21977501
hs14 21867481 22006855
hs14 28113970 28267903
hs14 40651155 40807756
hs14 45348804 45497520
hs14 47542813 47733217
hs14 53156747 53212308
hs14 58196470 58381772
hs14 67944394 68130025
hs14 74243194 74421029
hs14 76624741 76794102
hs14 81940934 82124521
hs14 84587489 84785403
hsY 57253963 57318292
hs14 89355040 89526429
hs14 90260052 90463757
hs14 97332528 97493465
hs14 101973389 102293292
hs14 102506700 102678934
hs14 104842338 105020471
hs14 105264726 105433220
hs14 105325858 105501944
hs14 105336203 105517442
hs14 105480026 105600462
hs14 105586163 105757311
hs14 105659034 105849327
hs14 105779689 105964048
hs14 105906073 106066046
hs14 105991295 106085250
hs14 106048092 106218118
hs14 106118006 106302057
hs15 18327536 18543505
hs15 18353059 18537491
hs15 19507287 19645600
hs15 18590528 18779592
hs15 18964502 19123903
hs15 18982301 19133581
hs15 19068207 19237787
hs15 19138466 19296842
hs15 19148283 19316549
hs15 19203509 19367828
hs15 19305061 19467937
hs15 18473376 18617169
hs15 19849582 20046356
hs15 19932331 20097557
hs15 19970520 20094181
hs15 26275702 26564241
hs15 20218069 20299811
hs15 20462693 20600001
hs15 20817423 21003113
hs15 21886512 22055073
hs15 22203544 22386839
